t, x1_compfilter, x1_phiobs
11.620076, 0.726299, -0.001752
11.640077, 0.726303, -0.001676
11.660077, 0.726080, -0.001627
11.680078, 0.726100, -0.001586
11.700078, 0.726302, -0.001534
11.720078, 0.726551, -0.001685
11.740079, 0.726693, -0.001620
11.760079, 0.726483, -0.001572
11.780080, 0.726425, -0.001344
11.800080, 0.726270, -0.001310
11.820081, 0.726053, -0.001278
11.840081, 0.726337, -0.001472
11.860082, 0.726328, -0.001428
11.880082, 0.726375, -0.001198
11.900083, 0.726494, -0.001211
11.920083, 0.726776, -0.001247
11.940084, 0.727061, -0.001256
11.960084, 0.727232, -0.001061
11.980084, 0.727337, -0.001093
12.000085, 0.727224, -0.000537
12.020085, 0.727251, -0.000499
12.040086, 0.727270, -0.000652
12.060086, 0.727210, -0.000781
12.080087, 0.727208, -0.000681
12.100087, 0.727065, -0.000788
12.120088, 0.727189, -0.000882
12.140088, 0.727586, -0.000768
12.160089, 0.727659, -0.000663
12.180089, 0.727512, -0.000580
12.200089, 0.727683, -0.000719
12.220090, 0.727803, -0.000650
12.240090, 0.727838, -0.000784
12.260091, 0.727630, -0.001066
12.280091, 0.727679, -0.001319
12.300092, 0.727592, -0.001314
12.320092, 0.727588, -0.001146
12.340093, 0.727606, -0.001167
12.360093, 0.727750, -0.001191
12.380094, 0.727559, -0.001207
12.400094, 0.727471, -0.001420
12.420094, 0.727418, -0.001401
12.440095, 0.727714, -0.001390
12.460095, 0.727685, -0.001199
12.480096, 0.727744, -0.001241
12.500096, 0.727762, -0.001269
12.520097, 0.727491, -0.001277
12.540097, 0.727596, -0.001116
12.560098, 0.727510, -0.001137
12.580098, 0.727596, -0.001180
12.600099, 0.727801, -0.001215
12.620099, 0.727995, -0.001058
12.640100, 0.727902, -0.001104
12.660100, 0.728116, -0.000783
12.680100, 0.728206, -0.000687
12.700101, 0.728079, -0.000812
12.720101, 0.727674, -0.000758
12.740102, 0.728000, -0.000886
12.760102, 0.728462, -0.000996
12.780103, 0.728612, -0.001072
12.800103, 0.728590, -0.000928
12.820104, 0.728656, -0.001014
12.840104, 0.729012, -0.001094
12.860105, 0.729196, -0.001142
12.880105, 0.729021, -0.001192
12.900105, 0.729190, -0.001235
12.920106, 0.729126, -0.001259
12.940106, 0.729111, -0.001080
12.960107, 0.728919, -0.000940
12.980107, 0.728539, -0.001022
13.000108, 0.728190, -0.000891
13.020108, 0.728023, -0.000981
13.040109, 0.728126, -0.001061
13.060109, 0.728301, -0.000953
13.080110, 0.728436, -0.001050
13.100110, 0.728432, -0.001311
13.120111, 0.728104, -0.001336
13.140111, 0.727881, -0.001350
13.160111, 0.728063, -0.001363
13.180112, 0.728131, -0.001370
13.200112, 0.728191, -0.001392
13.220113, 0.728243, -0.001383
13.240113, 0.728494, -0.001377
13.260114, 0.728630, -0.001397
13.280114, 0.728774, -0.001584
13.300115, 0.728668, -0.001735
13.320115, 0.728561, -0.001848
13.340116, 0.728274, -0.001766
13.360116, 0.727905, -0.001678
13.380116, 0.728031, -0.001623
13.400117, 0.728114, -0.001560
13.420117, 0.728206, -0.001521
13.440118, 0.728002, -0.001286
13.460118, 0.727762, -0.001292
13.480119, 0.727731, -0.001103
13.500119, 0.727510, -0.001133
13.520120, 0.727469, -0.001188
13.540120, 0.727486, -0.001218
13.560121, 0.727301, -0.001225
13.580121, 0.727196, -0.001225
13.600121, 0.727094, -0.001437
13.620122, 0.726885, -0.001381
13.640122, 0.726839, -0.001380
13.660123, 0.726985, -0.001388
13.680123, 0.727085, -0.001384
13.700124, 0.727257, -0.001373
13.720124, 0.727432, -0.001361
13.740125, 0.727671, -0.001534
13.760125, 0.727508, -0.001502
13.780126, 0.727369, -0.001642
13.800126, 0.727459, -0.001581
13.820127, 0.727326, -0.001351
13.840127, 0.727422, -0.001147
13.860127, 0.727489, -0.001379
13.880128, 0.727216, -0.001350
13.900128, 0.727475, -0.001327
13.920129, 0.727590, -0.001314
13.940129, 0.727544, -0.001502
13.960130, 0.727268, -0.001661
13.980130, 0.727416, -0.001024
14.000131, 0.727244, -0.000889
14.020131, 0.727255, -0.000975
14.040132, 0.727304, -0.001058
14.060132, 0.727403, -0.001308
14.080132, 0.727292, -0.001288
14.100133, 0.727563, -0.001283
14.120133, 0.727676, -0.001276
14.140134, 0.727592, -0.001453
14.160134, 0.727969, -0.001228
14.180135, 0.728050, -0.001255
14.200135, 0.728282, -0.001458
14.220136, 0.728385, -0.001429
14.240136, 0.728222, -0.001020
14.260137, 0.728017, -0.001062
14.280137, 0.727906, -0.001113
14.300138, 0.727762, -0.001150
14.320138, 0.727866, -0.001367
14.340138, 0.727738, -0.001561
14.360139, 0.727462, -0.001517
14.380139, 0.727386, -0.001476
14.400140, 0.727194, -0.001251
14.420140, 0.727477, -0.001068
14.440141, 0.727507, -0.001110
14.460141, 0.727545, -0.000973
14.480142, 0.727442, -0.000841
14.500142, 0.726928, -0.001138
14.520143, 0.726853, -0.001194
14.540143, 0.726909, -0.001230
14.560143, 0.726726, -0.001041
14.580144, 0.726684, -0.001112
14.600144, 0.726446, -0.000962
14.620145, 0.726423, -0.001041
14.640145, 0.726506, -0.001299
14.660146, 0.726377, -0.001117
14.680146, 0.726288, -0.000961
14.700147, 0.726362, -0.001212
14.720147, 0.726024, -0.001252
14.740148, 0.725956, -0.001078
14.760148, 0.726014, -0.001124
14.780149, 0.725806, -0.000956
14.800149, 0.725689, -0.001017
14.820149, 0.725636, -0.000877
14.840150, 0.725618, -0.000937
14.860150, 0.725411, -0.000995
14.880151, 0.725205, -0.000860
14.900151, 0.724818, -0.000953
14.920152, 0.724872, -0.001048
14.940152, 0.724721, -0.001104
14.960153, 0.724587, -0.000950
14.980153, 0.724587, -0.000837
15.000154, 0.724427, -0.000936
15.020154, 0.724226, -0.001026
15.040154, 0.724326, -0.001109
15.060155, 0.724381, -0.001135
15.080155, 0.724531, -0.001181
15.100156, 0.724216, -0.001219
15.120156, 0.723968, -0.001259
15.140157, 0.723897, -0.001279
15.160157, 0.723741, -0.001293
15.180158, 0.723505, -0.001121
15.200158, 0.723139, -0.000984
15.220159, 0.723327, -0.001062
15.240159, 0.723844, -0.000938
15.260159, 0.724154, -0.001229
15.280160, 0.723720, -0.001044
15.300160, 0.723899, -0.001066
15.320161, 0.723915, -0.001124
15.340161, 0.723821, -0.000770
15.360162, 0.723850, -0.000694
15.380162, 0.723736, -0.000621
15.400163, 0.723797, -0.000552
15.420163, 0.723895, -0.000714
15.440164, 0.723979, -0.000850
15.460164, 0.724167, 0.002886
15.480165, 0.724367, 0.002092
15.500165, 0.724542, 0.001047
15.520165, 0.724635, 0.000378
15.540166, 0.724757, -0.000008
15.560166, 0.724788, -0.000326
15.580167, 0.724983, -0.000359
15.600167, 0.725146, -0.000582
15.620168, 0.725064, -0.000752
15.640168, 0.725121, -0.000906
15.660169, 0.725099, -0.001023
15.680169, 0.725039, -0.001147
15.700170, 0.725118, -0.001033
15.720170, 0.725212, -0.001123
15.740170, 0.724980, -0.001180
15.760171, 0.724997, -0.001079
15.780171, 0.724926, -0.001196
15.800172, 0.725106, -0.001253
15.820172, 0.725088, -0.001514
15.840173, 0.725115, -0.001511
15.860173, 0.724972, -0.001524
15.880174, 0.724811, -0.001544
15.900174, 0.724782, -0.001535
15.920175, 0.724680, -0.001518
15.940175, 0.724688, -0.001349
15.960176, 0.724901, -0.001184
15.980176, 0.725167, -0.001248
16.000175, 0.725443, -0.001309
16.020176, 0.725483, -0.001348
16.040176, 0.725322, -0.001182
16.060177, 0.725650, -0.001222
16.080177, 0.725757, -0.001288
16.100178, 0.725856, -0.001325
16.120178, 0.726115, -0.001176
16.140179, 0.726255, -0.001230
16.160179, 0.726126, -0.001090
16.180180, 0.726478, -0.001152
16.200180, 0.726467, -0.000826
16.220181, 0.726569, -0.000946
16.240181, 0.726654, -0.001040
16.260181, 0.726380, -0.000934
16.280182, 0.726435, -0.001028
16.300182, 0.726447, -0.001097
16.320183, 0.726316, -0.001169
16.340183, 0.726197, -0.001228
16.360184, 0.726407, -0.001270
16.380184, 0.726272, -0.001111
16.400185, 0.726345, -0.000982
16.420185, 0.726292, -0.000882
16.440186, 0.726431, -0.000616
16.460186, 0.726489, -0.000608
16.480186, 0.726669, -0.000809
16.500187, 0.726605, -0.000915
16.520187, 0.726912, -0.001032
16.540188, 0.726906, -0.001131
16.560188, 0.726799, -0.001224
16.580189, 0.726914, -0.001277
16.600189, 0.726793, -0.001136
16.620190, 0.727004, -0.001216
16.640190, 0.726839, -0.001285
16.660191, 0.726898, -0.001347
16.680191, 0.727004, -0.001190
16.700191, 0.726836, -0.001238
16.720192, 0.726942, -0.001105
16.740192, 0.727102, -0.001166
16.760193, 0.727101, -0.001234
16.780193, 0.726919, -0.001298
16.800194, 0.726910, -0.001324
16.820194, 0.726842, -0.001376
16.840195, 0.726928, -0.001398
16.860195, 0.727111, -0.001411
16.880196, 0.726920, -0.001440
16.900196, 0.727198, -0.001650
16.920197, 0.726943, -0.001436
16.940197, 0.726798, -0.001637
16.960197, 0.726499, -0.001608
16.980198, 0.726315, -0.001579
17.000198, 0.726055, -0.001553
17.020199, 0.725992, -0.001522
17.040199, 0.725924, -0.001303
17.060200, 0.725773, -0.001130
17.080200, 0.725645, -0.001194
17.100201, 0.725795, -0.001269
17.120201, 0.725401, -0.001108
17.140202, 0.725429, -0.001155
17.160202, 0.725235, -0.001023
17.180202, 0.725435, -0.000913
17.200203, 0.725527, -0.001010
17.220203, 0.725757, 0.000276
17.240204, 0.725796, 0.000154
17.260204, 0.725632, 0.000212
17.280205, 0.725945, -0.000110
17.300205, 0.725758, -0.000373
17.320206, 0.725981, -0.000610
17.340206, 0.725846, -0.000592
17.360207, 0.726040, -0.000579
17.380207, 0.726216, -0.000592
17.400208, 0.726583, -0.000593
17.420208, 0.726613, -0.000776
17.440208, 0.726396, -0.000951
17.460209, 0.726439, -0.001072
17.480209, 0.726269, -0.001168
17.500210, 0.726533, -0.001074
17.520210, 0.726464, -0.001391
17.540211, 0.726541, -0.001635
17.560211, 0.726548, -0.001621
17.580212, 0.726747, -0.001644
17.600212, 0.726530, -0.001630
17.620213, 0.726353, -0.001809
17.640213, 0.726188, -0.001761
17.660213, 0.725943, -0.001523
17.680214, 0.726373, -0.001537
17.700214, 0.726554, -0.001540
17.720215, 0.726610, -0.001321
17.740215, 0.726560, -0.001370
17.760216, 0.726398, -0.001399
17.780216, 0.726398, -0.001420
17.800217, 0.726619, -0.001441
17.820217, 0.726495, -0.001282
17.840218, 0.726577, -0.001329
17.860218, 0.726595, -0.001169
17.880219, 0.726458, -0.001223
17.900219, 0.726445, -0.001283
17.920219, 0.726259, -0.001366
17.940220, 0.726715, -0.001417
17.960220, 0.726804, -0.001442
17.980221, 0.726725, -0.001456
18.000221, 0.726447, -0.001667
18.020222, 0.726230, -0.001637
18.040222, 0.726044, -0.001613
18.060223, 0.725700, -0.001601
18.080223, 0.725673, -0.001784
18.100224, 0.725832, -0.001738
18.120224, 0.725895, -0.001710
18.140224, 0.725834, -0.001659
18.160225, 0.725613, -0.001432
18.180225, 0.725538, -0.001448
18.200226, 0.725466, -0.001442
18.220226, 0.725422, -0.001640
18.240227, 0.725542, -0.001414
18.260227, 0.725666, -0.001421
18.280228, 0.725654, -0.001408
18.300228, 0.725512, -0.001629
18.320229, 0.725739, -0.001576
18.340229, 0.726059, -0.001547
18.360229, 0.725928, -0.001525
18.380230, 0.726057, -0.001509
18.400230, 0.725585, -0.001476
18.420231, 0.725194, -0.001468
18.440231, 0.725273, -0.001659
18.460232, 0.725040, -0.001602
18.480232, 0.724974, -0.001581
18.500233, 0.724900, -0.001361
18.520233, 0.724751, -0.001178
18.540234, 0.724764, 0.000335
18.560234, 0.724726, 0.000212
18.580235, 0.724997, -0.000118
18.600235, 0.724935, -0.000178
18.620235, 0.724940, -0.000204
18.640236, 0.724898, -0.000440
18.660236, 0.724430, -0.000644
18.680237, 0.724624, -0.000647
18.700237, 0.724582, -0.000996
18.720238, 0.724637, -0.000896
18.740238, 0.724263, -0.001216
18.760239, 0.724230, -0.001271
18.780239, 0.724135, -0.001324
18.800240, 0.724187, -0.001549
18.820240, 0.724252, -0.001544
18.840240, 0.724314, -0.001548
18.860241, 0.724408, -0.001727
18.880241, 0.724216, -0.001692
18.900242, 0.724004, -0.001656
18.920242, 0.724141, -0.001622
18.940243, 0.724132, -0.001582
18.960243, 0.724029, -0.001752
18.980244, 0.723899, -0.001496
19.000244, 0.723820, -0.001479
19.020245, 0.723876, -0.001486
19.040245, 0.723712, -0.001487
19.060246, 0.723688, -0.001284
19.080246, 0.723781, -0.001310
19.100246, 0.723979, -0.001342
19.120247, 0.724163, -0.001344
19.140247, 0.724311, -0.001177
19.160248, 0.724408, -0.001230
19.180248, 0.724603, -0.001271
19.200249, 0.724330, -0.001125
19.220249, 0.724499, -0.001194
19.240250, 0.724744, -0.001233
19.260250, 0.724948, -0.001277
19.280251, 0.724738, -0.001329
19.300251, 0.724501, -0.001353
19.320251, 0.724347, -0.001376
19.340252, 0.724409, -0.001376
19.360252, 0.724515, -0.001593
19.380253, 0.724328, -0.001558
19.400253, 0.723922, -0.001524
19.420254, 0.724014, -0.001497
19.440254, 0.724088, -0.001677
19.460255, 0.723722, -0.001995
19.480255, 0.723703, -0.002094
19.500256, 0.724068, -0.001967
19.520256, 0.724405, -0.001652
19.540257, 0.724402, -0.001600
19.560257, 0.724446, -0.001580
19.580257, 0.724392, -0.001542
19.600258, 0.724123, -0.001508
19.620258, 0.724399, -0.001471
19.640259, 0.724616, -0.001454
19.660259, 0.724639, -0.001637
19.680260, 0.724881, -0.001379
19.700260, 0.724976, -0.001356
19.720261, 0.725061, -0.001363
19.740261, 0.725176, -0.001551
19.760262, 0.725119, -0.001346
19.780262, 0.725114, -0.001365
19.800262, 0.725611, -0.001350
19.820263, 0.725887, -0.001350
19.840263, 0.725821, -0.001351
19.860264, 0.725636, -0.001345
19.880264, 0.725864, -0.001327
19.900265, 0.726219, -0.001332
19.920265, 0.726063, -0.001325
19.940266, 0.725976, -0.001538
19.960266, 0.726098, -0.001697
19.980267, 0.726036, -0.001658
20.000267, 0.726186, -0.001592
20.020267, 0.726539, -0.001535
20.040268, 0.726528, -0.001307
20.060268, 0.726394, -0.001112
20.080269, 0.726396, -0.001155
20.100269, 0.726315, -0.001373
20.120270, 0.726816, -0.001179
20.140270, 0.726786, -0.001210
20.160271, 0.726921, -0.001231
20.180271, 0.726488, -0.001245
20.200272, 0.726423, -0.001250
20.220272, 0.725948, -0.001262
20.240273, 0.725990, -0.001261
20.260273, 0.726085, -0.001275
20.280273, 0.726080, -0.001101
20.300274, 0.725926, -0.001132
20.320274, 0.725660, -0.001342
20.340275, 0.725610, -0.001526
20.360275, 0.725654, -0.001488
20.380276, 0.725462, -0.001661
20.400276, 0.725666, -0.001590
20.420277, 0.725456, -0.001716
20.440277, 0.725283, -0.001649
20.460278, 0.725525, -0.001624
20.480278, 0.725178, -0.001599
20.500278, 0.725527, -0.001528
20.520279, 0.725629, -0.001490
20.540279, 0.725498, -0.001635
20.560280, 0.725201, -0.001589
20.580280, 0.725102, -0.001354
20.600281, 0.725128, -0.001534
20.620281, 0.725034, -0.001481
20.640282, 0.724958, -0.001456
20.660282, 0.725046, -0.001226
20.680283, 0.725199, -0.001221
20.700283, 0.725201, -0.001238
20.720284, 0.725271, -0.001262
20.740284, 0.725228, -0.001255
20.760284, 0.725269, -0.001264
20.780285, 0.725703, -0.001483
20.800285, 0.725516, -0.001455
20.820286, 0.725685, -0.001427
20.840286, 0.725438, -0.001195
20.860287, 0.725500, -0.001199
20.880287, 0.725533, -0.001229
20.900288, 0.725413, -0.001240
20.920288, 0.725649, -0.001229
20.940289, 0.725763, -0.001232
20.960289, 0.725930, -0.001251
20.980289, 0.725859, -0.000866
21.000290, 0.726028, -0.001131
21.020290, 0.726050, -0.001344
21.040291, 0.725822, -0.001340
21.060291, 0.725578, -0.001326
21.080292, 0.725670, -0.001298
21.100292, 0.725879, -0.001297
21.120293, 0.726163, -0.001304
21.140293, 0.726225, -0.001498
21.160294, 0.726190, -0.001266
21.180294, 0.725903, -0.001251
21.200294, 0.725901, -0.001244
21.220295, 0.725839, -0.001254
21.240295, 0.725963, -0.001277
21.260296, 0.725841, -0.001265
21.280296, 0.725827, -0.001456
21.300297, 0.726088, -0.001616
21.320297, 0.726119, -0.001561
21.340298, 0.726054, -0.001503
21.360298, 0.726044, -0.001442
21.380299, 0.726104, -0.001391
21.400299, 0.725933, -0.001342
21.420300, 0.725766, -0.001323
21.440300, 0.725638, -0.001306
21.460300, 0.725702, -0.001309
21.480301, 0.725740, -0.001292
21.500301, 0.725484, -0.001466
21.520302, 0.725692, -0.001417
21.540302, 0.725812, -0.001389
21.560303, 0.725966, -0.001378
21.580303, 0.726243, -0.001366
21.600304, 0.726512, -0.001549
21.620304, 0.726645, -0.001504
21.640305, 0.726623, -0.001459
21.660305, 0.726702, -0.001425
21.680305, 0.726662, -0.001200
21.700306, 0.726472, -0.001401
21.720306, 0.726188, -0.001395
21.740307, 0.726232, -0.001388
21.760307, 0.726266, -0.001552
21.780308, 0.726183, -0.001497
21.800308, 0.725902, -0.001435
21.820309, 0.725688, -0.001389
21.840309, 0.725823, -0.001375
21.860310, 0.725858, -0.001542
21.880310, 0.726033, -0.001471
21.900311, 0.726413, -0.001411
21.920311, 0.726513, -0.001154
21.940311, 0.726596, -0.000945
21.960312, 0.726549, -0.000990
21.980312, 0.726624, -0.001036
22.000313, 0.726806, -0.001270
22.020313, 0.726909, -0.001264
22.040314, 0.726879, -0.001251
22.060314, 0.727046, -0.001445
22.080315, 0.727311, -0.001621
22.100315, 0.727309, -0.001366
22.120316, 0.727561, -0.001348
22.140316, 0.727789, -0.001327
22.160316, 0.727843, -0.001512
22.180317, 0.727751, -0.001468
22.200317, 0.727540, -0.001433
22.220318, 0.727757, -0.001398
22.240318, 0.727753, -0.001384
22.260319, 0.727706, -0.001165
22.280319, 0.727752, -0.001155
22.300320, 0.727852, -0.001163
22.320320, 0.728101, -0.001175
22.340321, 0.727833, -0.001179
22.360321, 0.727818, -0.001187
22.380322, 0.727764, -0.000992
22.400322, 0.728060, -0.001042
22.420322, 0.728062, -0.000873
22.440323, 0.728207, -0.000961
22.460323, 0.728424, -0.001219
22.480324, 0.728529, -0.001215
22.500324, 0.728655, -0.001228
22.520325, 0.728731, -0.001228
22.540325, 0.729016, -0.001612
22.560326, 0.728982, -0.001711
22.580326, 0.728901, -0.001426
22.600327, 0.728838, -0.001201
22.620327, 0.728751, -0.001021
22.640327, 0.728308, -0.001260
22.660328, 0.727970, -0.001281
22.680328, 0.727995, -0.001254
22.700329, 0.728155, -0.001433
22.720329, 0.728148, -0.001590
22.740330, 0.728168, -0.001542
22.760330, 0.728062, -0.001291
22.780331, 0.727895, -0.001259
22.800331, 0.727799, -0.001238
22.820332, 0.727514, -0.001047
22.840332, 0.727548, -0.001277
22.860332, 0.727575, -0.001284
22.880333, 0.727710, -0.001086
22.900333, 0.727759, -0.001096
