t_ur, ur1, ur2, ur3
0.000000, -0.269423, -0.362694, 0.745111
0.020000, -0.473385, -0.362701, 0.540035
0.040000, -0.065982, 0.045756, 0.744337
0.060000, -0.065207, 0.044931, 0.745148
0.080000, -0.066275, 0.044445, 1.152793
0.100000, -0.065549, -0.158619, 1.152703
0.120000, -0.064791, 0.658509, 0.540285
0.140000, -0.064245, 0.045146, 1.153443
0.160000, -0.268740, 0.045292, 0.949456
0.180000, 0.138763, -0.158906, 0.950302
0.200000, -0.473318, -0.159080, 1.152990
0.220000, -0.270043, 0.251124, 1.152745
0.240000, -0.268222, -0.158930, 0.949367
0.260000, -0.269921, 0.250023, 0.949252
0.280000, -0.268614, -0.159908, 1.153673
0.300000, -0.472830, 0.045098, 0.540415
0.320000, -0.269937, 0.046104, 0.949329
0.340000, -0.064055, 0.047451, 0.744394
0.360000, -0.269696, -0.158803, 1.358263
0.380000, -0.473852, 0.045594, 0.949409
0.400000, -0.268598, 0.250748, 0.744104
0.420000, -0.221370, 0.203461, 0.744117
0.440000, -0.185454, 0.166939, 0.885927
0.460000, -0.157946, 0.186025, 0.900651
0.480000, -0.136612, 0.106119, 0.959017
0.500000, -0.167152, 0.092395, 0.956935
0.520000, -0.143515, 0.128855, 0.954921
0.540000, -0.078532, 0.109800, 1.047947
0.560000, -0.122530, 0.095145, 1.071976
0.580000, -0.156405, 0.130419, 1.043618
0.600000, -0.135425, 0.158120, 1.021689
0.620000, -0.119240, 0.085097, 1.005084
0.640000, -0.154032, 0.075973, 1.086379
0.660000, -0.180640, 0.021777, 1.054661
0.680000, -0.201135, -0.019771, 1.030355
0.700000, -0.169846, 0.042491, 1.011723
0.720000, -0.192799, -0.004303, 0.902839
0.740000, -0.210461, 0.007050, 0.913495
0.760000, -0.129752, -0.031022, 0.921626
0.780000, -0.161963, -0.013282, 0.880849
0.800000, -0.234060, 0.000390, 0.896487
0.820000, -0.242447, 0.058129, 0.861429
0.840000, -0.201824, 0.008184, 0.881475
0.860000, -0.170097, 0.016892, 0.896824
0.880000, -0.192742, 0.070868, 0.956109
0.900000, -0.210436, 0.159405, 0.765849
0.920000, -0.223995, 0.085885, 0.808025
0.940000, -0.187385, 0.076571, 0.746010
0.960000, -0.206342, 0.069533, 0.839846
0.980000, -0.220962, 0.016904, 0.864822
1.000000, -0.184960, 0.023585, 0.931390
1.020000, -0.204386, 0.123147, 0.935363
1.040000, -0.172272, 0.010777, 0.938314
1.060000, -0.194605, 0.018721, 0.988172
1.080000, -0.259031, 0.024769, 0.884536
1.100000, -0.214048, -0.064930, 0.946372
1.120000, -0.132369, -0.039448, 1.088542
1.140000, -0.163932, -0.067013, 1.198001
1.159999, -0.188287, -0.040912, 1.140426
1.179999, -0.254066, -0.021024, 1.143564
1.199999, -0.257532, -0.005975, 1.004401
1.219999, -0.213042, 0.005837, 1.038922
1.239999, -0.273199, 0.014997, 1.018417
1.259999, -0.272278, 0.069336, 1.049501
1.279999, -0.271424, 0.016580, 0.696081
1.299999, -0.271106, 0.023390, 0.754658
1.319999, -0.223436, 0.028380, 0.705462
1.339999, -0.234084, 0.079757, 0.808668
1.359999, -0.148077, 0.024631, 0.840829
1.379999, -0.176252, 0.029202, 0.865972
1.399999, -0.197888, 0.032828, 0.555034
1.419999, -0.167208, 0.130024, 0.551535
1.439999, -0.190716, 0.110671, 0.501884
1.459999, -0.161996, 0.095789, 0.699289
1.479999, -0.045362, 0.084360, 0.756802
1.499999, -0.097214, 0.169821, 0.801006
1.519999, -0.137249, 0.141164, 0.929644
1.539999, -0.167529, 0.119164, 0.981095
1.559999, -0.143879, 0.054940, 1.020790
1.579999, -0.172467, 0.052800, 0.956968
1.599999, -0.241798, 0.098307, 0.908142
1.619999, -0.248120, -0.008098, 0.964583
1.639999, -0.252941, -0.090352, 1.008235
1.659999, -0.256781, -0.106250, 0.994604
1.679999, -0.259637, -0.071103, 1.031028
1.699999, -0.214841, -0.044240, 1.106384
1.719999, -0.227289, -0.117824, 1.070032
1.739999, -0.142797, -0.079963, 1.136776
1.759999, -0.172197, -0.098235, 1.093532
1.779999, -0.147511, -0.112405, 1.060121
1.799999, -0.128500, -0.028905, 1.034605
1.819999, -0.160888, -0.011843, 0.920514
1.839999, -0.185859, 0.095800, 0.927018
1.859999, -0.158082, 0.131211, 0.743461
1.879999, -0.136803, 0.111662, 0.790850
1.899999, -0.167275, 0.096404, 0.780002
1.919999, -0.143847, -0.009651, 0.866188
1.939999, -0.172805, -0.044192, 0.838124
1.959999, -0.242199, -0.070708, 0.910989
1.979999, -0.248282, 0.003198, 0.825443
1.999999, -0.206018, 0.060158, 0.806776
2.019999, -0.173411, 0.056879, 0.792253
2.039999, -0.054312, 0.053954, 0.969926
2.059999, -0.056789, 0.240602, 1.059396
2.079999, -0.058847, 0.195770, 1.080953
2.099999, -0.107060, 0.113943, 1.003227
2.119999, -0.097226, 0.098042, 1.084922
2.139999, -0.136960, 0.180171, 1.053492
2.159999, -0.167470, 0.149159, 1.076562
2.179999, -0.190938, 0.078253, 1.094145
2.199999, -0.067433, 0.023717, 1.107636
2.219999, -0.066685, -0.112792, 1.165633
2.239999, -0.066406, -0.029206, 1.021171
2.259999, -0.113053, -0.058935, 0.957472
2.279999, -0.102120, -0.082190, 1.002718
2.299999, -0.140770, -0.005555, 1.037264
2.319999, -0.076027, 0.006251, 0.781111
2.339998, -0.073568, -0.078759, 0.819900
2.359998, -0.165950, -0.049984, 0.849532
2.379998, -0.142682, -0.075179, 0.825151
2.399998, -0.124684, -0.047395, 0.901028
2.419998, -0.158303, -0.073111, 0.817825
2.439998, -0.136979, -0.045952, 0.895110
2.459998, -0.167336, 0.022359, 1.520851
2.479998, -0.190638, -0.019391, 1.388924
2.499998, -0.209000, -0.004637, 1.287282
2.519998, -0.222917, 0.006794, 1.209409
2.539998, -0.233602, -0.031513, 1.102251
2.559998, -0.289068, -0.013527, 1.114094
2.579998, -0.284534, -0.047052, 1.170365
2.599998, -0.280942, 0.021624, 1.166561
2.619998, -0.231356, 0.074425, 1.116307
2.639998, -0.240099, 0.067866, 1.124568
2.659998, -0.246607, 0.062660, 1.131261
2.679998, -0.204854, 0.011674, 1.089179
2.699998, -0.219700, 0.019395, 1.056955
2.719998, -0.184142, 0.025080, 0.937783
2.739998, -0.203698, -0.017269, 0.893312
2.759998, -0.171729, -0.097065, 1.189199
2.779998, -0.147372, -0.111197, 1.086554
2.799998, -0.128626, -0.169453, 1.149035
2.819998, -0.161061, -0.167031, 1.149982
2.839998, -0.138976, -0.165014, 1.150900
2.859998, -0.121863, 0.024959, 1.010188
2.879998, -0.108931, -0.017574, 0.996162
2.899998, -0.098888, -0.050216, 1.126785
2.919998, -0.091364, -0.028222, 0.849811
2.939998, -0.085377, -0.011566, 0.731215
2.959998, -0.080617, -0.045723, 0.828706
2.979998, -0.124206, 0.022347, 0.856529
2.999998, -0.157497, 0.027721, 0.924995
3.019998, -0.136169, 0.031751, 0.930154
3.039998, -0.166821, 0.082152, 0.887362
3.059998, -0.190479, 0.120698, 0.948983
3.079998, -0.256028, 0.150705, 0.948882
3.099998, -0.164741, 0.079348, 0.948946
3.119998, -0.188781, 0.118631, 0.996169
3.139998, -0.207488, 0.054380, 0.938164
3.159998, -0.221803, 0.005120, 0.940768
3.179998, -0.186010, -0.032638, 1.037302
3.199998, -0.205031, -0.061776, 1.017037
3.219998, -0.172805, -0.036855, 1.048377
3.239998, -0.147862, 0.029192, 0.978296
3.259998, -0.175785, -0.014083, 1.018538
3.279998, -0.197574, -0.047423, 1.097210
3.299998, -0.214236, 0.021259, 1.015884
3.319998, -0.179999, -0.067517, 0.953230
3.339998, -0.200548, 0.005789, 1.046633
3.359998, -0.169423, 0.062000, 0.976657
3.379997, -0.145505, -0.036291, 1.064470
3.399997, -0.173908, 0.029746, 0.990703
3.419997, -0.148677, -0.013852, 0.981224
3.439997, -0.176276, -0.094411, 0.974050
3.459997, -0.197702, -0.062117, 1.015458
3.479997, -0.213996, -0.037626, 0.905925
3.499997, -0.226686, -0.018546, 0.915662
3.519997, -0.283722, -0.050966, 0.923600
3.539997, -0.280324, -0.028795, 0.929321
3.559997, -0.230577, -0.011873, 1.122448
3.579997, -0.239537, 0.001289, 1.082659
3.599997, -0.152167, -0.035447, 1.051612
3.619997, -0.179175, -0.016483, 0.980776
3.639997, -0.152690, -0.049370, 1.020553
3.659997, -0.226793, -0.027499, 1.004003
3.679997, -0.189416, -0.010768, 0.896853
3.699997, -0.207947, 0.190835, 0.909062
3.719997, -0.222175, 0.157393, 0.918293
3.739997, -0.233171, 0.131563, 1.019821
3.759997, -0.241527, 0.111878, 1.050731
3.779997, -0.248180, 0.049458, 0.980184
3.799997, -0.159015, 0.048619, 0.973109
3.819997, -0.090073, 0.048101, 0.967608
3.839997, -0.084300, 0.047270, 0.963409
3.859997, -0.079940, 0.046705, 0.912668
3.879997, -0.029204, -0.095114, 0.873861
3.899997, -0.037497, -0.015698, 0.844073
3.919997, -0.138294, 0.045545, 0.821209
3.939997, -0.121578, 0.045482, 0.851009
3.959997, -0.155514, 0.092593, 0.826438
3.979997, -0.181996, 0.081654, 0.854665
3.999997, -0.154810, -0.068172, 1.017970
4.019997, -0.181230, 0.052557, 1.049328
4.039997, -0.201687, 0.051012, 1.026331
4.059997, -0.217303, 0.096685, 1.008404
4.079997, -0.229236, 0.037533, 1.088865
4.099997, -0.238446, -0.007863, 0.962345
4.119997, -0.198703, -0.042611, 0.723526
4.139997, -0.214923, 0.213567, 0.775611
4.159997, -0.180450, 0.174748, 0.862836
4.179997, -0.200796, 0.145016, 0.835643
4.199997, -0.216645, 0.169049, 0.908961
4.219997, -0.228865, 0.093567, 0.965252
4.239997, -0.238199, 0.082336, 0.914229
4.259997, -0.151114, 0.073946, 0.969486
4.279997, -0.178309, 0.020274, 1.625044
4.299997, -0.199215, 0.120609, 1.421849
4.319997, -0.121288, 0.150440, 1.406905
4.339997, -0.155561, 0.173269, 1.348356
4.359997, -0.134581, 0.096571, 1.209152
4.379997, -0.118427, 0.037665, 1.196428
4.399997, -0.106101, 0.039654, 1.092202
4.419997, -0.096564, 0.088289, 1.059154
4.439997, -0.136475, 0.078505, 1.033657
4.459997, -0.120193, 0.070775, 1.061332
4.479997, -0.060298, 0.064778, 1.082743
4.499997, -0.061528, 0.060521, 1.146325
4.519997, -0.109400, 0.104294, 1.147804
4.539997, -0.099420, 0.043542, 1.101726
4.559997, -0.138821, -0.050342, 1.160793
4.579997, -0.121951, -0.028058, 1.064865
4.599997, -0.108815, -0.011408, 1.037981
4.619997, -0.145877, -0.045218, 1.017529
4.639997, -0.174475, -0.024381, 1.049008
4.659997, -0.196371, -0.102682, 0.931485
4.679996, -0.165815, 0.025774, 0.935521
4.699996, -0.237050, -0.016925, 0.938720
4.719996, -0.197158, 0.044851, 0.988249
4.739996, -0.166635, 0.044744, 1.120570
4.759996, -0.190519, 0.045213, 1.081043
4.779996, -0.208801, -0.001996, 1.097485
4.799996, -0.175814, 0.008927, 0.968809
4.819996, -0.103028, 0.017359, 0.916893
4.839996, -0.094061, 0.023700, 0.924272
4.859996, -0.087485, -0.018135, 0.929879
4.879996, -0.082279, -0.003323, 0.981593
4.899996, -0.125539, 0.008000, 0.926740
4.919996, -0.111623, -0.030326, 1.026038
4.939996, -0.101159, -0.012852, 0.960895
4.959996, -0.092732, 0.047979, 0.958268
4.979996, -0.180559, 0.047125, 0.908976
4.999996, -0.059735, -0.000381, 0.918549
5.019996, -0.014012, 0.010185, 0.925665
5.039996, -0.025912, 0.065467, 0.931094
5.059996, -0.129508, 0.108285, 0.935329
5.079996, -0.209080, 0.093874, 0.985590
5.099996, -0.270109, 0.129566, 0.977018
5.119996, -0.269965, 0.062933, 0.923286
5.139996, -0.222805, -0.035512, 0.976194
5.159996, -0.233564, -0.063838, 0.969858
5.179996, -0.241583, 0.008273, 0.965133
5.199996, -0.200925, 0.016741, 1.008632
5.219996, -0.122456, 0.023422, 0.994669
5.239996, -0.109377, 0.028368, 1.031334
5.259996, -0.099364, 0.032544, 1.106387
5.279996, -0.091509, 0.082820, 1.164208
5.299996, -0.132620, 0.121237, 0.972859
5.319996, -0.258579, 0.198156, 0.967583
5.339996, -0.260851, 0.162946, 0.916123
5.359996, -0.262971, 0.088674, 0.923568
5.379996, -0.264516, 0.078684, 0.929575
5.399996, -0.312679, 0.071291, 0.981287
5.419996, -0.302679, 0.159818, 0.973580
5.439996, -0.153551, 0.133760, 0.967985
5.459996, -0.227362, 0.349465, 0.916518
5.479996, -0.237016, 0.232315, 1.065241
5.499996, -0.244537, 0.142163, 1.038083
5.519996, -0.297450, 0.119764, 1.017386
5.539996, -0.243834, 0.102553, 1.095941
5.559996, -0.249836, 0.089702, 1.109151
5.579996, -0.207271, 0.079520, 1.166410
5.599996, -0.221515, 0.118698, 1.021786
5.619996, -0.279631, 0.101594, 1.005106
5.639996, -0.324367, 0.135561, 0.945045
5.659996, -0.311727, 0.020262, 0.993357
5.679996, -0.302077, 0.026077, 0.935707
5.699996, -0.294525, 0.124833, 0.844198
5.719995, -0.241412, 0.059365, 0.962787
5.739995, -0.248029, 0.056277, 0.959568
5.759995, -0.205934, 0.100762, 0.910132
5.779995, -0.173448, 0.040776, 1.013612
5.799995, -0.195601, 0.088956, 0.904338
5.819995, -0.165380, 0.031635, 0.678729
5.839995, -0.142277, 0.082141, 0.694128
5.859995, -0.124528, 0.026277, 0.847234
5.879995, -0.110621, 0.078225, 0.917797
5.899995, -0.100109, 0.070632, 0.924845
5.919995, -0.091861, 0.111798, 1.024745
5.939995, -0.133057, 0.096581, 1.007218
5.959995, -0.023163, 0.085022, 1.041057
5.979995, -0.079971, 0.075905, 0.972452
5.999995, -0.170699, 0.116178, 1.013753
6.019995, -0.193403, 0.099753, 1.045935
6.039995, -0.210895, 0.134276, 1.165022
6.059995, -0.224328, 0.066521, 1.162054
6.079995, -0.234946, 0.061782, 1.112880
6.099995, -0.148638, 0.058115, 1.075163
6.119995, -0.176556, -0.180434, 1.045912
6.139995, -0.198044, -0.128192, 1.023573
6.159995, -0.214411, -0.088074, 0.911827
6.179995, -0.274132, -0.104581, 1.014634
6.199995, -0.273060, -0.069868, 1.046721
6.219995, -0.272205, -0.043341, 1.118361
6.239995, -0.318619, -0.022845, 0.984743
6.259995, -0.260204, -0.054262, 0.928923
6.279995, -0.262385, 0.015884, 0.980700
6.299995, -0.263955, 0.070086, 1.020684
6.319995, -0.312214, 0.064688, 1.004402
6.339995, -0.255027, 0.013081, 1.038710
6.359995, -0.211378, -0.121006, 1.112220
6.379995, -0.224707, -0.082501, 1.168762
6.399995, -0.187936, -0.100233, 1.118111
6.419995, -0.206934, -0.113831, 1.079041
6.439995, -0.174298, -0.077393, 1.049163
6.459995, -0.149090, -0.048994, 0.978860
6.479995, -0.129773, 0.020024, 1.018935
6.499995, -0.114877, 0.026001, 1.002550
6.519995, -0.150540, -0.016650, 0.990321
6.539995, -0.225030, -0.096426, 0.980910
6.559995, -0.188241, -0.063675, 0.879291
6.579995, -0.159854, -0.038336, 0.895319
6.599995, -0.184869, -0.018867, 0.954889
6.619995, -0.251512, -0.051071, 0.953578
6.639995, -0.302730, 0.018476, 0.858044
6.659995, -0.247794, 0.024634, 0.926441
6.679995, -0.205772, -0.017838, 0.884390
6.699995, -0.173340, 0.044108, 0.851892
6.719995, -0.148434, -0.002839, 0.827053
6.739995, -0.129158, 0.008193, 0.902372
6.759995, -0.114239, -0.030371, 0.913226
6.779994, -0.055693, 0.034542, 0.968655
6.799994, -0.105135, 0.084371, 1.011169
6.819994, -0.095883, -0.018780, 1.091050
6.839994, -0.135952, 0.043070, 0.964082
6.859994, -0.166904, 0.043543, 1.054567
6.879994, -0.190774, -0.002899, 1.030415
6.899994, -0.161946, -0.039026, 0.964604
6.919994, -0.139749, -0.019521, 1.008187
6.939994, -0.122461, -0.004365, 1.041608
6.959994, -0.109350, 0.054341, 1.114504
6.979994, -0.099041, 0.099302, 1.029019
6.999994, -0.091242, 0.039872, 1.057806
7.019994, -0.085274, 0.041231, 0.985557
7.039994, -0.080749, -0.382085, 1.024287
7.059994, -0.077290, -0.330626, 1.053986
7.079994, -0.074591, -0.291023, 1.076949
7.099994, -0.072627, -0.166144, 1.047648
7.119994, -0.165211, -0.022811, 1.119119
7.139994, -0.189244, 0.040083, 1.079771
7.159994, -0.160621, -0.053231, 1.049701
7.179994, -0.138641, -0.030428, 1.026440
7.199994, -0.121629, -0.012799, 1.055712
7.219994, -0.155632, -0.046600, 0.983964
7.239994, -0.134726, -0.025328, 0.976066
7.259994, -0.118704, 0.038117, 1.016926
7.279994, -0.106461, 0.040131, 1.048508
7.299994, -0.144092, 0.088444, 1.025542
7.319994, -0.125892, 0.125806, 1.007943
7.339994, -0.111844, 0.107325, 0.994211
7.359994, -0.148457, 0.092830, 0.983510
7.379994, -0.082011, 0.082008, 0.975579
7.399994, -0.078100, 0.073686, 0.969435
7.419994, -0.075222, 0.019949, 0.917412
7.439994, -0.167238, -0.021376, 0.971848
7.459994, -0.190651, -0.053010, 1.061089
7.479994, -0.208968, -0.030321, 1.082168
7.499994, -0.223348, -0.012683, 1.051319
7.519994, -0.281003, -0.046152, 1.122059
7.539994, -0.278124, -0.025184, 1.082374
7.559994, -0.275842, -0.056165, 1.004455
7.579994, -0.274371, 0.014252, 0.991583
7.599994, -0.273106, 0.115644, 0.934710
7.619994, -0.225080, 0.099374, 0.938094
7.639994, -0.235378, 0.134235, 0.940692
7.659994, -0.243318, 0.160982, 0.848262
7.679994, -0.296354, 0.087098, 0.918513
7.699994, -0.243028, 0.313324, 0.972689
7.719994, -0.249008, 0.345932, 0.919979
7.739994, -0.206838, 0.323684, 0.832050
7.759994, -0.174312, 0.259397, 0.858899
7.779994, -0.195982, 0.256824, 0.973995
7.799994, -0.165941, 0.255151, 0.921144
7.819993, -0.142546, 0.206600, 0.974450
7.839993, -0.171758, 0.169312, 0.921529
7.859993, -0.194424, 0.187763, 0.974922
7.879993, -0.164747, 0.107723, 0.921582
7.899993, -0.188804, 0.140588, 0.927885
7.919993, -0.112959, 0.118638, 0.979874
7.939993, -0.102071, 0.054749, 1.066865
7.959993, -0.093500, 0.052647, 1.039746
7.979993, -0.133752, 0.051011, 1.066045
7.999993, -0.117950, 0.002552, 1.086302
8.019994, -0.153139, -0.034877, 1.101997
8.039994, -0.132575, -0.016373, 1.066593
8.059995, -0.164066, -0.049178, 1.039460
8.079995, -0.141294, 0.019490, 1.113129
8.099996, -0.123761, 0.072671, 1.075138
8.119996, -0.157312, 0.113517, 0.998866
8.139997, -0.183085, 0.097892, 0.940262
8.159997, -0.155862, 0.038653, 1.036696
8.179997, -0.135002, 0.087316, 1.157948
8.199998, -0.118917, 0.124665, 1.109750
8.219998, -0.153749, 0.201018, 1.025389
8.239999, -0.133307, 0.212167, 1.102211
8.259999, -0.070411, 0.079372, 1.208324
8.280000, -0.116377, 0.071912, 1.054155
8.300000, -0.104628, 0.065898, 1.029884
8.320001, -0.095755, 0.061153, 0.916582
8.340001, -0.182991, 0.104926, 0.876773
8.360002, -0.202974, -0.003318, 0.799113
8.380002, -0.218292, 0.055031, 0.739549
8.400002, -0.183033, -0.041361, 0.788072
8.420003, -0.202632, -0.068528, 0.777833
8.440003, -0.217933, 0.004964, 0.770233
8.460004, -0.182546, -0.032840, 0.905763
8.480004, -0.202327, -0.061989, 0.868579
8.500005, -0.217803, -0.084172, 0.934246
8.520005, -0.229725, -0.101678, 0.985008
8.540006, -0.191848, -0.115068, 0.976837
8.560006, -0.162690, -0.125352, 0.875870
8.580007, -0.140025, -0.038655, 0.845485
8.600007, -0.122813, -0.066337, 0.916453
8.620008, -0.156645, -0.087667, 0.829868
8.640008, -0.229941, -0.057085, 0.904556
8.660008, -0.239010, -0.080726, 0.914865
8.680009, -0.199114, -0.051299, 0.922736
8.700009, -0.215338, -0.029079, 0.787201
8.720010, -0.227741, 0.082394, 0.777228
8.740010, -0.190244, 0.026644, 0.864147
8.760011, -0.208642, -0.016230, 0.836466
8.780011, -0.128339, -0.049167, 1.239671
8.800012, -0.160642, -0.121688, 1.125370
8.820012, -0.186071, -0.036204, 1.037438
8.840013, -0.205427, -0.064654, 1.064225
8.860013, -0.267323, -0.086080, 0.943626
8.880013, -0.220675, -0.102822, 0.945008
8.900014, -0.231928, -0.021440, 0.945871
8.920014, -0.240864, -0.005733, 0.946462
8.940015, -0.247498, -0.041227, 0.947109
8.960015, -0.252515, 0.026098, 0.994788
8.980016, -0.256593, -0.016423, 0.890097
9.000016, -0.212490, -0.049326, 0.856508
9.020017, -0.225791, -0.074569, 0.877660
9.040017, -0.188779, -0.141127, 0.894135
9.060018, -0.207382, -0.145181, 0.906797
9.080018, -0.174702, -0.148326, 0.869428
9.100019, -0.149372, -0.245191, 0.887810
9.120019, -0.129918, -0.177937, 0.902014
9.140019, -0.114983, -0.126373, 0.912731
9.160020, -0.150750, -0.180815, 0.968201
9.180020, -0.225225, -0.081392, 0.916654
9.200021, -0.235257, -0.005211, 0.829768
9.220021, -0.242982, -0.087960, 0.904442
9.240022, -0.201801, -0.057192, 0.867347
9.260022, -0.170452, -0.269129, 0.886019
9.280023, -0.193214, -0.054978, 0.900602
9.300023, -0.210736, -0.031645, 0.911792
9.320024, -0.271571, 0.033296, 0.873292
9.340024, -0.318178, 0.036182, 0.890430
9.360024, -0.259942, 0.085435, 0.903935
9.380025, -0.214810, 0.076142, 0.914322
9.400025, -0.227390, 0.021830, 0.969453
9.420026, -0.189821, 0.027460, 1.012002
9.440026, -0.161106, -0.015469, 0.997333
9.460027, -0.186161, -0.048499, 0.986303
9.480027, -0.205427, -0.073866, 0.977589
9.500028, -0.173102, -0.093483, 0.923744
9.520028, -0.242463, -0.061431, 0.882454
9.540029, -0.201421, -0.083887, 0.897681
9.560029, -0.217262, -0.101072, 0.956554
9.580029, -0.182092, -0.067044, 0.954847
9.600030, -0.155136, -0.088305, 0.953323
9.620030, -0.181321, -0.104918, 0.952455
9.640031, -0.201794, 0.024375, 0.904329
9.660031, -0.217401, 0.029163, 0.914554
9.680032, -0.229303, 0.080266, 0.875501
9.700032, -0.191642, 0.024921, 0.845394
9.720033, -0.209349, 0.076867, 0.916276
9.740033, -0.223431, 0.258379, 0.876666
9.760034, -0.234102, 0.209365, 0.893434
9.780034, -0.194947, 0.171598, 1.047638
9.800035, -0.165107, 0.142418, 1.402139
9.820035, -0.141864, 0.072853, 1.344756
9.840035, -0.124287, 0.113493, 1.206242
9.860036, -0.157722, 0.192109, 1.146802
9.880036, -0.183353, 0.111114, 1.054099
9.900037, -0.156004, 0.048877, 1.171586
9.920037, -0.182072, -0.046024, 1.120459
9.940038, -0.249368, -0.071935, 1.080766
9.960038, -0.206812, -0.092114, 0.625958
9.980039, -0.127038, -0.060320, 0.747608
10.000039, -0.160067, -0.035800, 0.747009
10.020040, -0.185196, 0.030141, 0.793626
10.040040, -0.204687, -0.013610, 0.829352
10.060040, -0.219732, 0.047136, 0.904000
10.080041, -0.184102, -0.000538, 0.867157
10.100041, -0.203829, -0.037012, 0.885993
10.120042, -0.171985, -0.065214, 0.900522
10.140042, -0.194591, -0.086624, 0.864745
10.160043, -0.164840, -0.008969, 0.789800
